client,valid,nonzero,sum,sum_sq,mean,std,coverage,cv
MT_097,35040,35036,6546495.798319329,1726113295.3181274,186.82921798856532,119.81851778439648,1.0,0.6413264428036617
MT_349,35040,35020,6644722.837022133,1762530578.0862236,189.63250105656772,119.75163464056521,1.0,0.6314931985463984
MT_344,35040,35031,5993253.765932793,1498009813.7811859,171.04034720127834,116.17661745799634,1.0,0.6792351591831196
MT_139,35040,35036,12523958.01847187,4947417027.087426,357.41889322122915,115.95484808826718,1.0,0.32442282791272425
MT_240,35040,35040,12457274.963855423,4889669711.190014,355.5158380095726,114.69190381440715,1.0,0.32260701648774076
MT_152,35040,35036,37092229.9741602,39717227491.076996,1058.5682070251198,113.64963445730214,1.0,0.10736165483062277
MT_253,35040,35040,11158907.069846679,4004804902.622407,318.46195975589836,113.46684527095886,1.0,0.3562963857847618
MT_316,35040,35040,13724847.330960847,5806777873.040484,391.69084848632554,110.89263620242988,1.0,0.2831126553785218
MT_084,35040,35035,8750854.430379748,2583647352.1871495,249.7389963007919,106.60668908383798,1.0,0.4268724174555351
MT_356,35040,35030,3121873.062015504,675789930.5555557,89.09455085660686,106.5304050364767,1.0,1.195700567680418
MT_189,35040,35031,13771013.406940063,5800297865.313617,393.0083734857324,105.25373822677552,1.0,0.2678155106295632
MT_212,35040,35036,12256418.60465116,4658687939.426716,349.78363597748745,102.9812293048361,1.0,0.2944140854875902
MT_354,35040,35023,4406967.935871744,904346974.5101426,125.76963287305205,99.95635840025962,1.0,0.7947574952465072
MT_338,35040,34940,8722082.25108225,2518796518.056258,248.917872462393,99.61745956881798,1.0,0.40020211720180265
MT_280,35040,35040,9372184.111111108,2833615484.028119,267.47100773718915,96.57923183404742,1.0,0.3610829923254484
MT_238,35040,35040,13805261.875,5751390696.055625,393.98578410388126,94.41037352926915,1.0,0.23962888342279934
MT_155,35040,35035,4995869.444444444,1011477970.6790123,142.576182775241,92.40484960274163,1.0,0.648108595728151
MT_090,35040,35034,4918893.300248139,988849710.4532382,140.3793750070816,92.27389026707515,1.0,0.6573180017536072
MT_325,35040,35032,10670297.385620914,3536709725.8414373,304.5176194526517,90.56903599848461,1.0,0.29741804812895845
MT_215,35040,35035,12964875.801282052,5073969521.105564,370.0021632785974,88.90270509220913,1.0,0.24027617650783523
MT_198,35040,35030,8074364.4012945,2126689994.0302262,230.43277400954622,87.14448337554576,1.0,0.3781774695466522
MT_225,35040,35040,10609387.892682929,3475390623.5536947,302.77933483684154,86.65108792501641,1.0,0.2861856076528803
MT_324,35040,35040,11046857.41197183,3736688573.868962,315.26419554714124,85.14311211594568,1.0,0.2700690827519432
MT_227,35040,35033,8538500.511770727,2331406749.2972975,243.6786675733655,84.59605163504466,1.0,0.3471623202698896
MT_217,35040,35035,7136532.685512368,1692278820.2811875,203.66817024864062,82.55361503348982,1.0,0.40533390628838734
MT_201,35040,35034,10088136.449778901,3142408542.437434,287.9034374936901,82.416100457154,1.0,0.28626299558844376
MT_190,35040,35028,11995231.085043987,4343672246.024715,342.3296542535384,82.30340312939846,1.0,0.24042148293832113
MT_340,35040,34965,4571506.227106227,830439373.6666265,130.46536036262063,81.72352270480206,1.0,0.6264001607603462
MT_018,35040,35036,8603188.498402556,2345971439.945289,245.52478591331496,81.66400401830629,1.0,0.3326100202654839
MT_326,35040,35040,7887315.698254362,2002674442.057107,225.09462609173406,80.5390923395371,1.0,0.3578010445558774
MT_136,35040,34940,4771995.6989247305,875755204.0698348,136.18709186429027,80.28869032016097,1.0,0.5895469917234758
MT_254,35040,35040,8485803.80821918,2280647958.952524,242.17476621630078,80.24058503412839,1.0,0.3313333849260774
MT_336,35040,34934,5384662.4015748035,1045811687.2171243,153.67187219106174,78.93894782107873,1.0,0.5136850790945865
MT_295,35040,35040,8583832.439759035,2312552710.4051743,244.9723869794245,77.3705972285673,1.0,0.3158339524816148
MT_131,35040,17808,1745864.583333334,294258355.0347223,49.82490249238967,76.9118457450016,1.0,1.5436426745992977
MT_266,35040,35040,9214826.42599278,2630245783.296407,262.9802062212551,76.8483680095868,1.0,0.29222111091102954
MT_252,35040,35040,7474015.50613497,1793063418.920782,213.2995292846738,75.33507815274915,1.0,0.3531891439488619
MT_313,35040,34944,7794182.3598435465,1931563887.610511,222.4367111827496,75.14393413512794,1.0,0.33782163805412124
MT_352,35040,35029,2974503.375843961,446690935.1118725,84.88879497271577,74.44514505688534,1.0,0.8769725743051584
MT_274,35040,35035,10973917.96008869,3625351404.3687096,313.18259018517955,73.34878155420128,1.0,0.23420453068873143
MT_025,35040,35036,7353714.953271029,1728764237.051271,209.8662943285111,72.75416467009649,1.0,0.34666912522985627
MT_193,35040,35029,9158243.582741672,2577971471.958303,261.3653990508468,72.52946651104472,1.0,0.2775021742527389
MT_093,35040,35031,1194769.5431472082,216694101.8835837,34.09730431356188,70.86402160144947,1.0,2.0782880942662665
MT_368,35040,35036,4408644.407345575,724873381.0663853,125.81747737858377,69.69308945716585,1.0,0.5539221649426328
MT_130,35040,13401,1523846.1538461547,229295978.7465286,43.48876009834916,68.21067026063179,1.0,1.5684666591177676
MT_264,35040,35040,6733787.713976163,1456039939.060649,192.17430690571243,67.99131506282737,1.0,0.3538002356172739
MT_206,35040,35036,6961927.835051546,1541465360.1949275,198.68515510991855,67.20066478818292,1.0,0.3382269035198201
MT_331,35040,35030,6682710.648148148,1426155079.1966736,190.71662808641975,65.78802396547174,1.0,0.3449516941735206
MT_164,35040,35024,3406022.8445099485,481330509.28915215,97.20384830222456,65.48385714078164,1.0,0.6736755620742538
MT_263,35040,35040,6462342.31865285,1341806996.224563,184.42757758712472,65.42300387230856,1.0,0.3547354724723982
MT_067,35040,35035,6899194.331983807,1507652231.6379554,196.89481541049676,65.26222490819181,1.0,0.3314573051206537
MT_153,35040,35033,7236743.966421826,1641359423.877103,206.5280812334996,64.7203253598182,1.0,0.31337300464553164
MT_089,35040,35036,6801775.132275132,1466680461.0733182,194.11458710830857,64.62944663202535,1.0,0.3329448218951447
MT_121,35040,33787,3877889.4009216586,574391896.196564,110.67035961534414,64.37897620397665,1.0,0.5817183248318522
MT_202,35040,35032,8073965.633802817,2004708063.0033727,230.4213936587562,64.17232245353811,1.0,0.27849984515142057
MT_268,35040,35040,7590099.74459725,1786374283.0346494,216.61243563348316,63.719461936794154,1.0,0.29416345257577925
MT_006,35040,35036,6531110.119047619,1358595849.277211,186.39012896825398,63.49446804489273,1.0,0.34065359789362626
MT_260,35040,35040,5599393.691428571,1030117229.0413713,159.80004827136332,62.14802930708378,1.0,0.38891120484236363
MT_292,35040,35040,8430776.9751693,2161915814.77205,240.60436572971744,61.710279270751634,1.0,0.2564802973694741
MT_088,35040,35036,4946080.0,824786291.3580247,141.1552511415525,60.11422263872569,1.0,0.4258730876291828
MT_181,35040,28895,3832624.5530726253,545004187.228863,109.3785545968215,59.91833376458956,1.0,0.5478069625755574
MT_175,35040,34944,5481188.782894737,982979997.3743726,156.42662051640232,59.86565618804784,1.0,0.3827075979166254
MT_171,35040,35040,8048178.791540783,1971807861.7792819,229.68546779511368,59.31055295633966,1.0,0.25822510028908946
MT_288,35040,32928,4830193.150851582,787676312.901149,137.8479780494173,58.96932268038948,1.0,0.4277851841921794
MT_008,35040,35036,8799787.878787879,2327919566.030678,251.135498823855,58.026873071321056,1.0,0.23105802781000218
MT_140,35040,35036,2044857.9881656806,237149994.74808308,58.35781929696577,57.98655179543848,1.0,0.9936380847331182
MT_283,35040,35040,8786116.321525887,2320449976.151727,250.7453288106703,57.87713819068838,1.0,0.23082040437287482
MT_337,35040,33407,4398687.629310344,668163485.0264286,125.53332275429065,57.53322477484291,1.0,0.458310379367987
MT_211,35040,35032,6584076.0,1351675139.0,187.90171232876713,57.16855354381037,1.0,0.30424711321301806
MT_332,35040,35036,2632164.1443539,312080079.30818117,75.11883973612728,57.128346858306486,1.0,0.7605062466217973
MT_309,35040,35040,7426569.598715891,1685270869.0914617,211.94547941540785,56.34566697662727,1.0,0.26584981728339285
MT_050,35040,35036,5803971.53024911,1071884981.1932471,165.638456913502,56.16330134084888,1.0,0.33907162857824674
MT_143,35040,34940,7254116.139585605,1610489959.138483,207.02386243109603,55.70170883846663,1.0,0.2690593643861025
MT_329,35040,35040,6813840.25,1432315574.0763407,194.45891124429224,55.3390030019974,1.0,0.28457941396409886
MT_318,35040,35040,5633470.235173824,1011253925.6563622,160.7725523736822,54.884048979081506,1.0,0.34137698362538277
MT_197,35040,35034,5385699.596774193,928533289.1627644,153.70147251067903,53.62067797600977,1.0,0.34886248713254364
MT_242,35040,35040,6306985.855855858,1235255730.1283271,179.99388858036124,53.432327074802885,1.0,0.2968563404915114
MT_334,35040,34940,2911861.039629439,337563970.4824768,83.10105706705019,52.22994470582551,1.0,0.6285111952749736
MT_151,35040,34940,3518286.4450127874,447409678.84244025,100.40771817958868,51.83539209829626,1.0,0.5162490796333382
MT_177,35040,35040,5471631.18263473,948427895.3599536,156.1538579519044,51.79821776923018,1.0,0.33171269956829436
MT_221,35040,35034,5380239.458615304,918603350.2960917,153.54564664998014,51.37760957554609,1.0,0.3346080510681332
MT_297,35040,35040,5193626.663793104,858217431.5761743,148.21993903519132,50.233736641434476,1.0,0.3389134887547597
MT_365,35040,35036,2913840.9387222957,330501267.2343018,83.1575610365952,50.16976844407087,1.0,0.6033097630411819
MT_359,35040,35016,3703695.1566951573,479361385.0536929,105.69906269107184,50.08177863684456,1.0,0.47381478474619293
MT_021,35040,35036,5559989.528795811,968874797.8399714,158.67550025102202,49.72617676673334,1.0,0.3133828265111334
MT_248,35040,35040,5256595.549389567,872912169.4150413,150.0169962725333,49.059621879211754,1.0,0.3270270909176583
MT_127,35040,26651,2440778.4232365135,253696039.66873822,69.65691847136169,48.86886171159334,1.0,0.7015650818903937
MT_013,35040,35035,2878397.1807628525,318714870.23148495,82.14603826378004,48.45450872282926,1.0,0.5898581325034381
MT_265,35040,35040,5714945.917901939,1012841017.9609662,163.09777162962155,48.00482110200586,1.0,0.29433155721477255
MT_335,35040,34940,2431797.3319651103,249066638.21759638,69.40060878895862,47.871568398454336,1.0,0.6897860009272789
MT_045,35040,35036,3375175.972927242,404239901.3974422,96.3235152091108,47.52232880840034,1.0,0.493361654267217
MT_174,35040,34944,5533161.059907835,952383528.1330154,157.90984760010946,47.375513652292774,1.0,0.3000162078065354
MT_245,35040,35040,6873633.310344827,1425964412.6597962,196.16533419933867,47.05907214121892,1.0,0.2398949454208794
MT_262,35040,35040,6357088.65329513,1230538470.1997523,181.42376293650483,46.942391886197825,1.0,0.2587444507069719
MT_233,35040,35040,4420778.994457641,632450506.313187,126.16378408840299,46.175177629714675,1.0,0.3659939178533177
MT_244,35040,35040,5329254.765409384,884619266.8638904,152.09060403565593,45.98360743287617,1.0,0.30234351243746677
MT_069,35040,35036,5780268.354430378,1024048094.8565931,164.96199641639208,44.863281658090436,1.0,0.2719613161376145
MT_303,35040,35040,5087461.125760649,808710979.1055506,145.1901006210231,44.71624957910813,1.0,0.3079841489732623
MT_180,35040,35040,5121405.366614665,816016273.2888597,146.15882895589797,43.883793490827,1.0,0.30024729812297907
MT_100,35040,35036,1809737.6830892144,160896394.68724343,51.64776492834516,43.86747522421996,1.0,0.8493586370113133
MT_243,35040,35035,4150054.0970564843,558590465.2324075,118.43761692512798,43.750362673287306,1.0,0.3693958373119304
MT_012,35040,35036,5137368.085106383,819370253.5083749,146.61438599047898,43.45261755538053,1.0,0.2963734920132756
MT_257,35040,35040,5039912.416356877,790917415.579525,143.83311690516203,43.40428894088975,1.0,0.3017683957270345
MT_142,35040,35036,2089398.1900452485,189383130.97602427,59.62894377983015,43.00245990219275,1.0,0.7211675601864105
MT_158,35040,35040,2687237.29946524,269340350.04110765,76.69056219935045,42.48838682492956,1.0,0.5540236713154442
MT_109,35040,30426,2185191.4893617015,198396559.52919862,62.36277081511705,42.106266558158815,1.0,0.6751827413664571
MT_168,35040,35040,4680947.426636569,687431628.8893192,133.58868226702538,42.10222224068121,1.0,0.3151630926078353
MT_287,35040,35040,5020351.545275591,780696004.6264688,143.2748728674541,41.86284674219735,1.0,0.2921855445017588
MT_118,35040,35036,3869975.201072386,488098703.8108518,110.4444977474996,41.61513991607046,1.0,0.3767968596426761
MT_236,35040,34944,4957693.98753894,759333308.2673401,141.48670055761815,40.64519453388414,1.0,0.28727219147591926
MT_256,35040,35040,4844538.713503649,727212781.7394208,138.2573833762457,40.48125668289328,1.0,0.2927963461649633
MT_286,35040,35040,4148552.9638139,547356739.4123417,118.39477636455194,40.04540183733303,1.0,0.33823622179097124
MT_046,35040,35036,4590208.530805691,656456099.3688383,130.99910190655513,39.6706180260968,1.0,0.3028312213498595
MT_138,35040,35035,4532843.491346878,640536722.3385712,129.36197178501365,39.31516207277149,1.0,0.3039159153983001
MT_004,35040,35036,4240158.536585365,566518020.0277612,121.00909065597504,39.046065126618,1.0,0.32267051107445066
MT_068,35040,35036,4701148.49187935,682843874.6561441,134.1651966860545,38.56547606750829,1.0,0.28744769150341726
MT_271,35040,35040,4902536.443104748,737943295.2568787,139.91256972330902,38.529738514804215,1.0,0.2753843960624881
MT_258,35040,35040,4232703.706624604,562740318.2180382,120.79633865937797,38.31745106815288,1.0,0.3172070568810913
MT_087,35040,35036,4072039.577836411,524484798.90838957,116.21117516656425,38.25150988651102,1.0,0.32915517661434485
MT_159,35040,35040,1586130.2490421457,122733593.16510326,45.266274230654844,38.127115564990035,1.0,0.842285260119109
MT_272,35040,35035,5407450.240219629,885320544.7019547,154.32221005193006,38.08797928591274,1.0,0.2468081507716613
MT_308,35040,35040,3724209.40188172,445716212.0792051,106.2845148938847,37.73399078837092,1.0,0.3550281132302747
MT_301,35040,35040,3877428.353969409,475713732.7364332,110.65720188268861,36.48735156165916,1.0,0.32973318447307765
MT_172,35040,35040,4267767.409713573,564413966.9900696,121.79701511739648,35.68232030425632,1.0,0.29296547431694614
MT_311,35040,35040,4187351.645813282,544637121.3243653,119.50204468645211,35.5330014232572,1.0,0.2973422046165672
MT_091,35040,35031,4469352.234823216,614266141.848624,127.5500067015758,35.51701301585357,1.0,0.2784555950588969
MT_330,35040,35040,3226101.90625,339655807.06316406,92.06911832905251,34.881021517736656,1.0,0.3788569082748554
MT_037,35040,35036,3841154.738878143,462892326.28353566,109.62199597254974,34.54633841993544,1.0,0.3151405711367099
MT_293,35040,35040,3366420.5737234647,364955791.43720186,96.07364651037285,34.42808853004173,1.0,0.35835101279646553
MT_275,35040,35040,4497372.41331484,617929274.0642811,128.3496693297614,34.07878216727662,1.0,0.2655151536052654
MT_300,35040,35040,4370348.050770626,585051383.4452977,124.72454482792884,33.77117658213602,1.0,0.2707660840031692
MT_035,35040,35036,4240628.691983122,553037161.66094,121.02250833285167,33.71363128318325,1.0,0.27857323193516764
MT_322,35040,35024,3250182.589033352,341249383.81989163,92.75635242675092,33.691894546085116,1.0,0.3632300501757158
MT_170,35040,35040,2941454.068396227,286516651.5117425,83.94560697477817,33.61565701036063,1.0,0.4004456959905073
MT_302,35040,35040,4099405.2495974214,518486532.0417172,116.9921589496981,33.31450867052991,1.0,0.2847584741542705
MT_259,35040,35040,5206689.918864097,811575897.4128675,148.59274882603017,32.88827241435877,1.0,0.22133161055431977
MT_321,35040,35040,3716866.8754774635,431855760.1821089,106.07496790746185,32.75335844609286,1.0,0.30877556781036575
MT_129,35040,35040,2955192.0891029504,286082288.3854232,84.33767377576913,32.42893251361021,1.0,0.38451300660520815
MT_320,35040,35040,3548220.373467113,396034925.51422495,101.26199695967787,32.37907484291643,1.0,0.319755444441903
MT_029,35040,35036,2810620.5385097056,261838800.36496106,80.21177335929525,32.2283968034314,1.0,0.40179135124054266
MT_085,35040,35036,4205342.27330779,540746963.3283259,120.01547583640954,32.071658286218714,1.0,0.2672293557368792
MT_333,35040,34931,2987948.453608248,290493029.01477313,85.27250152991576,31.921086026799777,1.0,0.3743420851281236
MT_081,35040,35035,3438093.5828877003,373002898.9962537,98.11910910067638,31.90187105702176,1.0,0.32513412880959236
MT_092,35040,35036,1849588.7850467288,132475386.82013308,52.785068066402076,31.534984270309494,1.0,0.5974224420936505
MT_285,35040,35040,3354022.979546711,354709577.99709153,95.71983389117325,30.995661916032926,1.0,0.32381650339335966
MT_156,35040,35040,3024368.6213349975,294675067.5961207,86.31188987828189,30.983247868039694,1.0,0.35896847944973354
MT_059,35040,35036,4177781.3871817384,531725154.3758252,119.22892086705875,30.97251103916876,1.0,0.2597734745389784
MT_137,35040,35036,2509056.362083689,212478062.5725164,71.6054897854934,30.60314051575098,1.0,0.4273853947152371
MT_072,35040,35036,3312946.18272841,345758587.4708842,94.54755087695234,30.468454396050227,1.0,0.3222553531365714
MT_183,35040,35040,2794986.708579881,254990930.0971494,79.76560241380939,30.242572469140427,1.0,0.3791430335127099
MT_066,35040,26083,905768.3215130025,54261192.36618374,25.84955255459482,29.671126841711203,1.0,1.1478390884733938
MT_230,35040,35036,3281341.928251121,337782243.50982326,93.64560297520323,29.50305228628623,1.0,0.3150500541290599
MT_165,35040,35036,2970907.7155824504,281915671.25407106,84.78617909767267,29.27228810952401,1.0,0.3452483461461647
MT_038,35040,35036,4124001.308900524,515210799.7998959,117.69410128140764,29.1826556107506,1.0,0.2479534258133686
MT_058,35040,35036,2920292.006525286,273138553.20689046,83.34166685289058,29.1417370269906,1.0,0.34966587695479795
MT_036,35040,35035,1339032.7022375213,80846383.32034802,38.21440360266899,29.102290734656577,1.0,0.7615529222239125
MT_094,35040,35036,808174.8357756443,47864939.622478664,23.06435033606291,28.880237148584357,1.0,1.252159142910167
MT_106,35040,33787,1727026.5906932575,114091850.80568433,49.28728854718201,28.754699702376982,1.0,0.5834100545995855
MT_187,35040,35034,3146160.328113348,311165376.82375556,89.78768059684214,28.60919792884752,1.0,0.31863166236921053
