dataset,zone,date,method,penalty_rate,transaction_cost,revenue,hindsight_revenue,regret,battery_revenue,flex_value,imbalance_penalty,transaction_penalty,hindsight_transaction_penalty,negative_revenue
OPSD,DE_LU,2020-06-12,Coarse revenue grid,45.0,0.0,9.451488335967483,13.258826086956525,3.807337750989042,6.250678260869563,5.8439999999999985,2.643189924902077,0.0,0.0,0
OPSD,DE_LU,2020-06-13,Coarse revenue grid,45.0,0.0,7.790428329446247,10.85691304347826,3.066484714032013,5.229521739130433,5.192999999999999,2.632093409684184,0.0,0.0,0
OPSD,DE_LU,2020-06-14,Coarse revenue grid,45.0,0.0,12.023214477147434,15.246608695652174,3.2233942185047404,6.859978260869564,6.1724999999999985,1.0092637837221303,0.0,0.0,0
OPSD,DE_LU,2020-06-15,Coarse revenue grid,45.0,0.0,6.97853024489355,28.427704347826094,21.449174102932545,4.804808695652177,6.267,4.093278450758627,0.0,0.0,0
OPSD,DE_LU,2020-06-16,Coarse revenue grid,45.0,0.0,7.360975442908227,23.005930434782606,15.644954991874378,5.19982608695652,6.467999999999996,4.306850644048289,0.0,0.0,0
OPSD,DE_LU,2020-06-17,Coarse revenue grid,45.0,0.0,7.933779440158637,31.622669565217393,23.688890125058755,4.56523913043479,6.343500000000001,2.9749596902761537,0.0,0.0,0
OPSD,DE_LU,2020-06-18,Coarse revenue grid,45.0,0.0,4.947695870510279,16.59968695652174,11.65199108601146,2.9512565217391398,4.927500000000003,2.9310606512288633,0.0,0.0,0
OPSD,DE_LU,2020-06-19,Coarse revenue grid,45.0,0.0,10.065862048211848,16.505886956521728,6.44002490830988,5.87854347826087,6.409499999999999,2.22218143004902,0.0,0.0,0
OPSD,DE_LU,2020-06-20,Coarse revenue grid,45.0,0.0,12.003480612685273,22.423634782608694,10.420154169923421,6.27231304347827,6.540000000000004,0.808832430793,0.0,0.0,0
OPSD,DE_LU,2020-06-21,Coarse revenue grid,45.0,0.0,17.74583154300979,30.669165217391306,12.923333674381517,10.214160869565216,8.485499999999998,0.9538293265554239,0.0,0.0,0
OPSD,DE_LU,2020-06-22,Coarse revenue grid,45.0,0.0,18.257678505894983,20.779504347826084,2.5218258419311006,10.493395652173916,9.205500000000002,1.441217146278933,0.0,0.0,0
OPSD,DE_LU,2020-06-23,Coarse revenue grid,45.0,0.0,18.65178764898339,22.774843478260863,4.123055829277472,10.749647826086953,9.916499999999997,2.014360177103558,0.0,0.0,0
OPSD,DE_LU,2020-06-24,Coarse revenue grid,45.0,0.0,13.441449611436347,20.686652173913043,7.245202562476695,6.918065217391302,7.780499999999996,1.2571156059549513,0.0,0.0,0
OPSD,DE_LU,2020-06-25,Coarse revenue grid,45.0,0.0,14.573018040531531,19.809356521739133,5.236338481207602,7.174195652173914,7.729499999999998,0.33067761164238135,0.0,0.0,0
OPSD,DE_LU,2020-06-26,Coarse revenue grid,45.0,0.0,14.577742116014239,20.489165217391307,5.911423101377068,7.252300000000002,7.8915,0.5660578839857633,0.0,0.0,0
OPSD,DE_LU,2020-06-27,Coarse revenue grid,45.0,0.0,5.041365459565233,17.11233913043478,12.070973670869547,2.091382608695657,4.119000000000001,1.1690171491304246,0.0,0.0,0
OPSD,DE_LU,2020-06-28,Coarse revenue grid,45.0,0.0,28.845130962624154,49.59839130434783,20.753260341723674,17.985547826086957,13.013999999999998,2.1544168634628,0.0,0.0,0
OPSD,DE_LU,2020-06-29,Coarse revenue grid,45.0,0.0,20.410011080919357,26.45352173913043,6.043510658211073,11.794586956521737,9.700499999999998,1.0850758756023775,0.0,0.0,0
OPSD,DE_LU,2020-06-30,Coarse revenue grid,45.0,0.0,35.887608042762,52.64075652173912,16.753148478977124,22.753299999999996,15.784499999999996,2.6501919572379933,0.0,0.0,0
OPSD,DE_LU,2020-07-01,Coarse revenue grid,45.0,0.0,18.93168051393122,20.755278260869567,1.823597746938347,10.100256521739126,9.364499999999996,0.5330760078079029,0.0,0.0,0
OPSD,DE_LU,2020-07-02,Coarse revenue grid,45.0,0.0,17.247498246140992,25.727713043478268,8.480214797337275,9.737960869565221,9.796499999999998,2.286962623424227,0.0,0.0,0
OPSD,DE_LU,2020-07-03,Coarse revenue grid,45.0,0.0,6.015221743514745,26.75431304347827,20.739091299963526,2.474234782608697,4.730999999999999,1.1900130390939512,0.0,0.0,0
OPSD,DE_LU,2020-07-04,Coarse revenue grid,45.0,0.0,19.90573716474263,43.65499130434783,23.749254139605203,15.288526086956526,10.9815,6.364288922213898,0.0,0.0,0
OPSD,DE_LU,2020-07-05,Coarse revenue grid,45.0,0.0,77.17469751903315,146.9909913043478,69.81629378531466,52.977547826086955,31.013999999999996,6.816850307053812,0.0,0.0,0
OPSD,DE_LU,2020-07-06,Coarse revenue grid,45.0,0.0,47.386830872683824,55.71861739130435,8.331786518620525,31.162791304347827,20.426999999999996,4.2029604316640015,0.0,0.0,0
OPSD,DE_LU,2020-07-07,Coarse revenue grid,45.0,0.0,16.452943987111265,19.6234695652174,3.1705255781061332,8.855100000000004,8.617500000000001,1.0196560128887429,0.0,0.0,0
OPSD,DE_LU,2020-07-08,Coarse revenue grid,45.0,0.0,12.586219763486241,27.994391304347836,15.408171540861595,7.663417391304357,8.823000000000002,3.900197627818116,0.0,0.0,0
OPSD,DE_LU,2020-07-09,Coarse revenue grid,45.0,0.0,9.06085245713493,22.97679130434783,13.915938847212901,4.961517391304355,7.123500000000001,3.0241649341694257,0.0,0.0,0
OPSD,DE_LU,2020-07-10,Coarse revenue grid,45.0,0.0,7.014060295446106,13.70165217391305,6.687591878466944,3.027721739130442,5.316,1.3296614436843344,0.0,0.0,0
OPSD,DE_LU,2020-07-11,Coarse revenue grid,45.0,0.0,11.578965627611636,16.603104347826076,5.02413872021444,5.797243478260871,6.512999999999998,0.7312778506492325,0.0,0.0,0
OPSD,DE_LU,2020-07-12,Coarse revenue grid,45.0,0.0,20.690922075876948,29.57400869565217,8.883086619775224,12.0541652173913,10.046999999999995,1.4102431415143495,0.0,0.0,0
OPSD,DE_LU,2020-07-13,Coarse revenue grid,45.0,0.0,12.04145350046532,22.497443478260863,10.455989977795543,6.729900000000008,7.6635,2.351946499534688,0.0,0.0,0
OPSD,DE_LU,2020-07-14,Coarse revenue grid,45.0,0.0,5.538271815145787,21.106043478260872,15.567771663115085,2.8965608695652136,5.641499999999998,2.999789054419423,0.0,0.0,0
OPSD,DE_LU,2020-07-15,Coarse revenue grid,45.0,0.0,-1.8337949296645046,26.89704347826087,28.730838407925376,-0.6061217391304226,3.8640000000000025,5.091673190534085,0.0,0.0,1
OPSD,DE_LU,2020-07-16,Coarse revenue grid,45.0,0.0,0.5706924237442959,35.82948695652175,35.25879453277745,0.8880086956521751,4.971000000000002,5.288316271907881,0.0,0.0,0
OPSD,DE_LU,2020-07-17,Coarse revenue grid,45.0,0.0,1.5747162455005932,15.935269565217386,14.360553319716793,0.884330434782612,4.278000000000001,3.58761418928202,0.0,0.0,0
OPSD,DE_LU,2020-07-18,Coarse revenue grid,45.0,0.0,17.08144864826331,19.29775652173913,2.21630787347582,9.1888,8.616,0.7233513517366882,0.0,0.0,0
OPSD,DE_LU,2020-07-19,Coarse revenue grid,45.0,0.0,19.82574838885646,22.27174782608696,2.4459994372304976,11.36050434782609,9.774,1.3087559589696265,0.0,0.0,0
OPSD,DE_LU,2020-07-20,Coarse revenue grid,45.0,0.0,19.72653370506041,21.10359130434783,1.3770575992874186,11.07835217391305,9.9915,1.3433184688526372,0.0,0.0,0
OPSD,DE_LU,2020-07-21,Coarse revenue grid,45.0,0.0,19.9553526069453,22.104556521739134,2.1492039147938335,11.198730434782604,9.977999999999996,1.2213778278372989,0.0,0.0,0
OPSD,DE_LU,2020-07-22,Coarse revenue grid,45.0,0.0,16.8061550513387,21.393400000000007,4.587244948661308,9.946595652173922,9.487500000000004,2.627940600835228,0.0,0.0,0
OPSD,DE_LU,2020-07-23,Coarse revenue grid,45.0,0.0,14.130728821334202,20.357817391304355,6.227088569970153,7.997543478260869,8.392499999999997,2.2593146569266622,0.0,0.0,0
OPSD,DE_LU,2020-07-24,Coarse revenue grid,45.0,0.0,15.070742464200531,19.903156521739135,4.832414057538603,7.733173913043476,7.688999999999998,0.3514314488429426,0.0,0.0,0
OPSD,DE_LU,2020-07-25,Coarse revenue grid,45.0,0.0,13.20117023509253,17.082669565217383,3.8814993301248535,7.4178,7.029,1.2456297649074692,0.0,0.0,0
OPSD,DE_LU,2020-07-26,Coarse revenue grid,45.0,0.0,69.44003131163322,83.65746086956521,14.217429557931993,45.11369565217391,27.920999999999996,3.5946643405406946,0.0,0.0,0
OPSD,DE_LU,2020-07-27,Coarse revenue grid,45.0,0.0,2.4258985452996624,23.323426086956523,20.89752754165686,0.5426043478260851,3.5264999999999986,1.6432058025264213,0.0,0.0,0
OPSD,DE_LU,2020-07-28,Coarse revenue grid,45.0,0.0,40.031617460799595,44.24345217391304,4.211834713113447,25.757104347826086,17.529,3.2544868870264905,0.0,0.0,0
OPSD,DE_LU,2020-07-29,Coarse revenue grid,45.0,0.0,43.59547770981033,56.077191304347835,12.481713594537503,27.44099565217391,18.511499999999998,2.357017942363576,0.0,0.0,0
OPSD,DE_LU,2020-07-30,Coarse revenue grid,45.0,0.0,33.97364186963634,35.92337391304348,1.9497320434071383,19.630765217391307,15.701999999999998,1.3591233477549687,0.0,0.0,0
OPSD,DE_LU,2020-07-31,Coarse revenue grid,45.0,0.0,20.650791886390262,27.164173913043477,6.513382026653215,11.313395652173917,10.729500000000002,1.3921037657836544,0.0,0.0,0
OPSD,DE_LU,2020-08-01,Coarse revenue grid,45.0,0.0,16.312212641316506,19.114104347826093,2.8018917065095863,9.428021739130447,8.707500000000003,1.8233090978139428,0.0,0.0,0
OPSD,DE_LU,2020-08-02,Coarse revenue grid,45.0,0.0,11.074681804203056,13.281565217391309,2.206883413188253,5.62314782608696,6.354,0.9024660218839027,0.0,0.0,0
OPSD,DE_LU,2020-08-03,Coarse revenue grid,45.0,0.0,3.5257410060739134,21.526669565217396,18.000928559143482,1.2085608695652255,4.609500000000002,2.2923198634913144,0.0,0.0,0
OPSD,DE_LU,2020-08-04,Coarse revenue grid,45.0,0.0,4.961776338930341,28.01450434782609,23.05272800889575,2.0991478260869627,4.926,2.0633714871566218,0.0,0.0,0
OPSD,DE_LU,2020-08-05,Coarse revenue grid,45.0,0.0,25.194403994579236,28.834234782608696,3.6398307880294603,14.698908695652175,12.0435,1.5480047010729385,0.0,0.0,0
OPSD,DE_LU,2020-08-06,Coarse revenue grid,45.0,0.0,26.46513217201731,31.360452173913046,4.895320001895737,15.065039130434783,12.6465,1.2464069584174737,0.0,0.0,0
OPSD,DE_LU,2020-08-07,Coarse revenue grid,45.0,0.0,18.4135348422308,22.200826086956518,3.7872912447257185,9.6755347826087,9.5715,0.8334999403779005,0.0,0.0,0
OPSD,DE_LU,2020-08-08,Coarse revenue grid,45.0,0.0,15.330356289404552,18.35180000000001,3.0214437105954595,8.236495652173922,8.247000000000002,1.153139362769369,0.0,0.0,0
OPSD,DE_LU,2020-08-09,Coarse revenue grid,45.0,0.0,15.211222446322928,18.631165217391306,3.419942771068378,9.128208695652177,8.592000000000002,2.5089862493292516,0.0,0.0,0
OPSD,DE_LU,2020-08-10,Coarse revenue grid,45.0,0.0,14.670293322291046,25.647930434782616,10.97763711249157,7.392969565217399,8.326500000000003,1.0491762429263563,0.0,0.0,0
OPSD,DE_LU,2020-08-11,Coarse revenue grid,45.0,0.0,7.1093798898602945,20.44546086956522,13.336080979704926,2.9166217391304414,5.3625,1.1697418492701472,0.0,0.0,0
OPSD,DE_LU,2020-08-12,Coarse revenue grid,45.0,0.0,14.838776651163059,29.07256521739132,14.23378856622826,7.513826086956534,8.334000000000005,1.0090494357934796,0.0,0.0,0
OPSD,DE_LU,2020-08-13,Coarse revenue grid,45.0,0.0,9.961171555265587,25.546069565217387,15.5848980099518,5.036239130434794,7.126500000000003,2.2015675751692103,0.0,0.0,0
OPSD,DE_LU,2020-08-14,Coarse revenue grid,45.0,0.0,-5.169848667524968,27.167556521739137,32.3374051892641,-3.5916043478260846,1.9604999999999988,3.538744319698882,0.0,0.0,1
OPSD,DE_LU,2020-08-15,Coarse revenue grid,45.0,0.0,11.499726887143705,13.532286956521737,2.0325600693780324,5.5848521739130454,6.677999999999997,0.7631252867693377,0.0,0.0,0
OPSD,DE_LU,2020-08-16,Coarse revenue grid,45.0,0.0,19.63574061194816,23.802026086956523,4.166285475008362,11.919569565217397,10.1955,2.4793289532692357,0.0,0.0,0
OPSD,DE_LU,2020-08-17,Coarse revenue grid,45.0,0.0,17.179622563910332,35.25406956521739,18.07444700130706,10.013417391304351,10.437000000000001,3.2707948273940213,0.0,0.0,0
OPSD,DE_LU,2020-08-18,Coarse revenue grid,45.0,0.0,19.3714575518715,31.926182608695658,12.554725056824157,11.307426086956518,11.19,3.1259685350850135,0.0,0.0,0
OPSD,DE_LU,2020-08-19,Coarse revenue grid,45.0,0.0,11.53792842466127,22.55148695652174,11.013558531860468,6.347026086956518,7.691999999999996,2.5010976622952437,0.0,0.0,0
OPSD,DE_LU,2020-08-20,Coarse revenue grid,45.0,0.0,23.164192127459643,39.043400000000005,15.879207872540363,13.072352173913039,12.049499999999997,1.9576600464533922,0.0,0.0,0
OPSD,DE_LU,2020-08-21,Coarse revenue grid,45.0,0.0,20.359685734922387,24.072365217391294,3.712679482468907,11.10340869565217,9.923999999999994,0.6677229607297744,0.0,0.0,0
OPSD,DE_LU,2020-08-22,Coarse revenue grid,45.0,0.0,18.239373584209005,35.69779130434783,17.458417720138826,12.269952173913044,9.6855,3.716078589704041,0.0,0.0,0
OPSD,DE_LU,2020-08-23,Coarse revenue grid,45.0,0.0,48.70167919263112,69.63977391304347,20.93809472041235,32.34996956521739,21.2595,4.907790372586278,0.0,0.0,0
OPSD,DE_LU,2020-08-24,Coarse revenue grid,45.0,0.0,31.171983627253006,51.301043478260866,20.12905985100786,17.311500000000002,15.4035,1.5430163727469972,0.0,0.0,0
OPSD,DE_LU,2020-08-25,Coarse revenue grid,45.0,0.0,-6.160314680347218,46.325452173913035,52.485766854260255,-4.320547826086958,0.9629999999999981,2.802766854260258,0.0,0.0,1
OPSD,DE_LU,2020-08-26,Coarse revenue grid,45.0,0.0,33.97056683654269,54.195756521739135,20.225189685196447,24.74365217391304,16.512,7.285085337370355,0.0,0.0,0
OPSD,DE_LU,2020-08-27,Coarse revenue grid,45.0,0.0,59.94835033427258,79.08839130434781,19.140040970075226,35.81399999999999,27.12599999999999,2.9916496657274023,0.0,0.0,0
OPSD,DE_LU,2020-08-28,Coarse revenue grid,45.0,0.0,20.31642833587054,23.666704347826084,3.3502760119555433,10.911804347826077,10.564499999999992,1.159876011955527,0.0,0.0,0
OPSD,DE_LU,2020-08-29,Coarse revenue grid,45.0,0.0,18.68178392454074,20.264947826086967,1.5831639015462287,9.769926086956524,9.592499999999998,0.6806421624157841,0.0,0.0,0
OPSD,DE_LU,2020-08-30,Coarse revenue grid,45.0,0.0,6.664438591187274,14.121530434782606,7.457091843595332,3.0897217391304395,5.394000000000001,1.819283147943167,0.0,0.0,0
OPSD,DE_LU,2020-08-31,Coarse revenue grid,45.0,0.0,46.11610208132971,59.93975652173913,13.82365444040942,27.09389999999999,21.59549999999999,2.573297918670272,0.0,0.0,0
OPSD,DE_LU,2020-09-01,Coarse revenue grid,45.0,0.0,26.214551089252932,37.07306086956521,10.858509780312279,15.295034782608703,14.162999999999998,3.2434836933557656,0.0,0.0,0
OPSD,DE_LU,2020-09-02,Coarse revenue grid,45.0,0.0,28.476955089850737,41.23001739130436,12.753062301453621,16.724760869565223,15.010500000000002,3.2583057797144876,0.0,0.0,0
OPSD,DE_LU,2020-09-03,Coarse revenue grid,45.0,0.0,11.57531218807583,36.07895652173913,24.5036443336633,6.097086956521743,7.574999999999999,2.0967747684459113,0.0,0.0,0
OPSD,DE_LU,2020-09-04,Coarse revenue grid,45.0,0.0,24.974525395982603,31.077426086956528,6.102900690973925,13.946704347826092,12.237000000000002,1.2091789518434894,0.0,0.0,0
OPSD,DE_LU,2020-09-05,Coarse revenue grid,45.0,0.0,12.864507746071624,26.29047826086957,13.425970514797946,6.70507826086957,7.667999999999998,1.5085705147979458,0.0,0.0,0
OPSD,DE_LU,2020-09-06,Coarse revenue grid,45.0,0.0,18.796680209294973,21.115234782608695,2.3185545733137225,9.949482608695646,9.763499999999995,0.9163023994006685,0.0,0.0,0
OPSD,DE_LU,2020-09-07,Coarse revenue grid,45.0,0.0,32.21143643853644,42.559156521739126,10.347720083202688,18.32109130434783,15.232500000000002,1.3421548658113918,0.0,0.0,0
OPSD,DE_LU,2020-09-08,Coarse revenue grid,45.0,0.0,42.89765271114311,46.757965217391316,3.8603125062482064,25.14648695652175,19.410000000000004,1.658834245378639,0.0,0.0,0
OPSD,DE_LU,2020-09-09,Coarse revenue grid,45.0,0.0,20.142396917436027,24.93426956521739,4.791872647781364,10.695208695652184,10.215000000000002,0.7678117782161586,0.0,0.0,0
OPSD,DE_LU,2020-09-10,Coarse revenue grid,45.0,0.0,48.79877813333014,54.71049565217392,5.91171751884378,28.88387826086958,22.314000000000004,2.399100127539448,0.0,0.0,0
OPSD,DE_LU,2020-09-11,Coarse revenue grid,45.0,0.0,23.900864555912843,38.3124,14.411535444087153,13.04012608695652,12.595499999999996,1.7347615310436717,0.0,0.0,0
OPSD,DE_LU,2020-09-12,Coarse revenue grid,45.0,0.0,27.637512107478937,69.72649565217392,42.08898354469498,16.63547391304349,13.582500000000003,2.5804618055645565,0.0,0.0,0
OPSD,DE_LU,2020-09-13,Coarse revenue grid,45.0,0.0,52.10948467779665,134.07382608695653,81.96434140915989,32.493108695652175,22.258499999999998,2.6421240178555228,0.0,0.0,0
OPSD,DE_LU,2020-09-14,Coarse revenue grid,45.0,0.0,78.12232200887256,82.12218260869565,3.9998605998230943,46.376586956521756,33.9945,2.248764947649204,0.0,0.0,0
OPSD,DE_LU,2020-09-15,Coarse revenue grid,45.0,0.0,133.15928079980173,143.52729565217393,10.368014852372198,79.78273913043479,56.61300000000001,3.2364583306330568,0.0,0.0,0
OPSD,DE_LU,2020-09-16,Coarse revenue grid,45.0,0.0,14.358870355768117,54.128860869565216,39.7699905137971,6.971321739130438,9.234,1.8464513833623235,0.0,0.0,0
OPSD,DE_LU,2020-09-17,Coarse revenue grid,45.0,0.0,40.165330391627045,44.66760000000001,4.502269608372963,22.701252173913055,18.636000000000006,1.171921782286015,0.0,0.0,0
OPSD,DE_LU,2020-09-18,Coarse revenue grid,45.0,0.0,20.134347082275905,27.71005217391305,7.575705091637143,10.344999999999999,10.496999999999998,0.7076529177240948,0.0,0.0,0
OPSD,DE_LU,2020-09-19,Coarse revenue grid,45.0,0.0,18.756238882095783,21.815486956521745,3.0592480744259625,10.365639130434786,10.201500000000001,1.8109002483390064,0.0,0.0,0
OPSD,DE_LU,2020-09-20,Coarse revenue grid,45.0,0.0,16.22945138951614,22.164965217391305,5.935513827875166,8.494639130434784,9.250500000000002,1.515687740918647,0.0,0.0,0
OPSD,DE_LU,2020-09-21,Coarse revenue grid,45.0,0.0,104.6106481097484,117.6148782608696,13.004230151121206,62.75260869565218,45.041999999999994,3.183960585903781,0.0,0.0,0
OPSD,DE_LU,2020-09-22,Coarse revenue grid,45.0,0.0,39.48899633028794,46.04705217391305,6.558055843625112,23.665308695652172,19.9635,4.139812365364226,0.0,0.0,0
OPSD,DE_LU,2020-09-23,Coarse revenue grid,45.0,0.0,14.831195023504511,33.61666086956522,18.78546584606071,7.461421739130429,9.190499999999997,1.8207267156259153,0.0,0.0,0
OPSD,DE_LU,2020-09-24,Coarse revenue grid,45.0,0.0,40.880474516725684,46.8066956521739,5.926221135448216,24.435556521739127,18.650999999999996,2.2060820050134407,0.0,0.0,0
OPSD,DE_LU,2020-09-25,Coarse revenue grid,45.0,0.0,30.785097911840204,33.16771304347826,2.3826151316380546,17.393552173913037,14.479499999999994,1.087954262072827,0.0,0.0,0
OPSD,DE_LU,2020-09-26,Coarse revenue grid,45.0,0.0,16.627996307318227,32.84404347826088,16.21604717094265,10.228500000000004,9.400500000000003,3.0010036926817762,0.0,0.0,0
OPSD,DE_LU,2020-09-27,Coarse revenue grid,45.0,0.0,33.70505762028477,50.14253913043477,16.43748151015,20.463439130434786,15.334500000000002,2.0928815101500144,0.0,0.0,0
OPSD,DE_LU,2020-09-28,Coarse revenue grid,45.0,0.0,42.52698077210959,48.579486956521755,6.052506184412167,25.686813043478274,20.134500000000003,3.29433227136869,0.0,0.0,0
OPSD,DE_LU,2020-09-29,Coarse revenue grid,45.0,0.0,69.48740193909327,75.54565217391303,6.058250234819752,42.0180043478261,31.4835,4.014102408732823,0.0,0.0,0
OPSD,DE_LU,2020-05-13,Fine revenue grid,45.0,0.0,-7.085648679404301,28.08666956521739,35.17231824462169,-3.517330434782604,0.8730000000000011,4.441318244621698,0.0,0.0,1
OPSD,DE_LU,2020-05-14,Fine revenue grid,45.0,0.0,7.675387300154669,15.491086956521743,7.815699656367074,5.271095652173916,5.567999999999999,3.1637083520192446,0.0,0.0,0
OPSD,DE_LU,2020-05-15,Fine revenue grid,45.0,0.0,7.596066724985128,11.302104347826084,3.706037622840956,3.937104347826093,4.557000000000001,0.898037622840967,0.0,0.0,0
OPSD,DE_LU,2020-05-16,Fine revenue grid,45.0,0.0,21.71045987723483,24.804591304347827,3.0941314271129983,13.750917391304348,10.1385,2.17895751406952,0.0,0.0,0
OPSD,DE_LU,2020-05-17,Fine revenue grid,45.0,0.0,46.21157895906803,50.56806956521739,4.3564906061493645,31.241169565217398,19.3155,4.3450906061493715,0.0,0.0,0
OPSD,DE_LU,2020-05-18,Fine revenue grid,45.0,0.0,17.640034358660625,21.874095652173914,4.234061293513289,10.259099999999998,8.149499999999998,0.7685656413393717,0.0,0.0,0
